epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
265,530.093,0.48405,0.48447,0.39912,0.81555,0.93356,0.97826,0.98237,0.73259,0.93356,0.97826,0.98237,0.7124,0.93775,0.96462,0.51704,0.99721,0.00095456,0.00095456,0.00095456
266,532.035,0.50389,0.44176,0.39836,0.81926,0.93597,0.97826,0.98429,0.7412,0.93597,0.97826,0.98429,0.72005,0.96464,0.92777,0.52683,1.02358,0.0009506,0.0009506,0.0009506
267,534.012,0.47966,0.48789,0.39386,0.82364,0.95593,0.97826,0.98544,0.7228,0.95593,0.97826,0.98544,0.73383,0.98311,0.92574,0.52161,1.02849,0.00094664,0.00094664,0.00094664
268,536.122,0.48375,0.49034,0.39695,0.80378,0.95594,0.97826,0.98448,0.7297,0.95594,0.97826,0.98448,0.72574,0.96129,0.95611,0.52848,1.01263,0.00094268,0.00094268,0.00094268
269,538.037,0.50413,0.5384,0.39828,0.80962,0.95594,0.97826,0.98448,0.7297,0.95594,0.97826,0.98448,0.72574,0.96129,0.95611,0.52848,1.01263,0.00093872,0.00093872,0.00093872
270,539.978,0.49339,0.52396,0.39592,0.81915,0.95576,0.97826,0.97883,0.71087,0.95576,0.97826,0.98461,0.70638,0.96168,0.99691,0.54232,1.015,0.00093476,0.00093476,0.00093476
271,541.942,0.4853,0.49793,0.38926,0.80796,0.97227,0.97826,0.98564,0.71483,0.97227,0.97826,0.98564,0.68304,0.98793,1.09055,0.56363,1.03915,0.0009308,0.0009308,0.0009308
272,543.927,0.45768,0.45479,0.373,0.81226,0.97082,0.97826,0.98492,0.71966,0.97082,0.97826,0.98492,0.69134,0.98883,1.16404,0.56871,1.04034,0.00092684,0.00092684,0.00092684
273,545.885,0.49446,0.51015,0.41104,0.80569,0.97082,0.97826,0.98492,0.71966,0.97082,0.97826,0.98492,0.69134,0.98883,1.16404,0.56871,1.04034,0.00092288,0.00092288,0.00092288
274,547.992,0.47385,0.49427,0.39251,0.80776,0.95732,0.97826,0.97611,0.71699,0.95732,0.97826,0.98177,0.69648,0.95204,1.12577,0.54953,1.01579,0.00091892,0.00091892,0.00091892
275,549.917,0.49217,0.54439,0.38893,0.81283,0.95584,0.97826,0.97178,0.70483,0.95584,0.97826,0.97756,0.69117,0.97848,0.97384,0.55632,1.01786,0.00091496,0.00091496,0.00091496
276,551.84,0.45923,0.43798,0.37779,0.80256,0.97813,0.97234,0.97392,0.69531,0.97813,0.97234,0.97762,0.69945,1.02538,0.92584,0.55436,1.04214,0.000911,0.000911,0.000911
277,553.766,0.50061,0.52913,0.39962,0.81042,0.97813,0.97234,0.97392,0.69531,0.97813,0.97234,0.97762,0.69945,1.02538,0.92584,0.55436,1.04214,0.00090704,0.00090704,0.00090704
278,555.694,0.49264,0.51486,0.39326,0.8134,0.97812,0.97211,0.97457,0.69662,0.97812,0.97211,0.9774,0.68824,1.02275,0.90758,0.54812,1.03837,0.00090308,0.00090308,0.00090308
279,557.619,0.49464,0.49514,0.39042,0.80189,0.97822,0.97637,0.97546,0.69021,0.97822,0.97637,0.97742,0.71299,0.98246,0.91521,0.5533,1.01906,0.00089912,0.00089912,0.00089912
280,559.57,0.48175,0.49502,0.38125,0.80529,0.96688,0.97826,0.97635,0.70234,0.96688,0.97826,0.97744,0.72139,0.95633,0.91273,0.54682,1.00667,0.00089516,0.00089516,0.00089516
281,561.661,0.50758,0.49424,0.40329,0.80878,0.96688,0.97826,0.97635,0.70234,0.96688,0.97826,0.97744,0.72139,0.95633,0.91273,0.54682,1.00667,0.0008912,0.0008912,0.0008912
282,563.589,0.51578,0.54581,0.40072,0.81065,0.9557,0.97826,0.97637,0.7123,0.9557,0.97826,0.97789,0.72278,0.94412,0.90536,0.55496,1.00731,0.00088724,0.00088724,0.00088724
283,565.518,0.47639,0.4909,0.39089,0.80268,0.95231,0.97826,0.97698,0.70708,0.95231,0.97826,0.9785,0.70737,0.93363,0.91567,0.5471,1.00921,0.00088328,0.00088328,0.00088328
284,567.551,0.51784,0.54695,0.41314,0.82128,0.94921,0.97826,0.97571,0.70257,0.95237,0.97826,0.97771,0.71729,0.92681,0.88446,0.53963,1.00484,0.00087932,0.00087932,0.00087932
285,569.488,0.49951,0.4892,0.39423,0.80775,0.94921,0.97826,0.97571,0.70257,0.95237,0.97826,0.97771,0.71729,0.92681,0.88446,0.53963,1.00484,0.00087536,0.00087536,0.00087536
286,571.522,0.4461,0.47834,0.38332,0.80976,0.94812,0.97826,0.97599,0.73784,0.92683,0.95652,0.9536,0.71977,0.91858,0.88854,0.52576,0.99855,0.0008714,0.0008714,0.0008714
287,573.477,0.43166,0.48465,0.36705,0.8161,0.95603,0.97826,0.97804,0.73898,0.93476,0.95652,0.95648,0.71957,0.9313,0.93912,0.50662,1.0059,0.00086744,0.00086744,0.00086744
288,575.609,0.46068,0.5078,0.37595,0.81689,0.95614,0.97826,0.97629,0.74655,0.93489,0.95652,0.95571,0.71849,0.90871,1.00275,0.51092,0.99981,0.00086348,0.00086348,0.00086348
289,577.568,0.46859,0.53306,0.38243,0.80497,0.95614,0.97826,0.97629,0.74655,0.93489,0.95652,0.95571,0.71849,0.90871,1.00275,0.51092,0.99981,0.00085952,0.00085952,0.00085952
290,579.587,0.43181,0.45291,0.37145,0.79867,0.9172,0.96339,0.97386,0.74834,0.8966,0.94264,0.95266,0.72819,0.88995,1.01794,0.51968,0.99221,0.00085556,0.00085556,0.00085556
291,581.597,0.45031,0.47716,0.37253,0.80213,0.95269,0.97826,0.97549,0.74092,0.93127,0.95652,0.95315,0.72461,0.90528,1.00112,0.5154,1.0008,0.0008516,0.0008516,0.0008516
292,583.622,0.4458,0.46917,0.36422,0.80272,0.95363,0.97826,0.97562,0.73701,0.95363,0.97826,0.97562,0.72458,0.90498,1.01973,0.51513,0.99878,0.00084764,0.00084764,0.00084764
293,585.545,0.4514,0.54137,0.37221,0.79895,0.95363,0.97826,0.97562,0.73701,0.95363,0.97826,0.97562,0.72458,0.90498,1.01973,0.51513,0.99878,0.00084368,0.00084368,0.00084368
294,587.678,0.41198,0.44794,0.35669,0.80844,0.95572,0.97826,0.97654,0.73247,0.95572,0.97826,0.97654,0.73017,0.90269,1.09529,0.51749,0.99221,0.00083972,0.00083972,0.00083972
295,589.648,0.46301,0.4816,0.37715,0.80938,0.95517,0.97826,0.97762,0.73643,0.95517,0.97826,0.97762,0.73816,0.90647,1.08815,0.50462,0.98316,0.00083576,0.00083576,0.00083576
296,591.633,0.43616,0.52773,0.36261,0.8003,0.93621,0.97826,0.97692,0.73094,0.93621,0.97826,0.97692,0.71091,0.9117,1.03593,0.49103,0.97779,0.0008318,0.0008318,0.0008318
297,593.559,0.47671,0.50842,0.38189,0.82241,0.93621,0.97826,0.97692,0.73094,0.93621,0.97826,0.97692,0.71091,0.9117,1.03593,0.49103,0.97779,0.00082784,0.00082784,0.00082784
298,595.543,0.4745,0.52475,0.37797,0.80815,0.95637,0.97826,0.97703,0.72603,0.95637,0.97826,0.97703,0.69217,0.94066,1.06352,0.50821,1.00457,0.00082388,0.00082388,0.00082388
299,597.532,0.4938,0.5136,0.37802,0.80099,0.95626,0.97826,0.97507,0.72328,0.95626,0.97826,0.97507,0.69772,0.97359,1.10517,0.51666,1.024,0.00081992,0.00081992,0.00081992
300,599.56,0.42604,0.45346,0.36889,0.79387,0.95622,0.97826,0.97434,0.71962,0.95622,0.97826,0.97434,0.69041,0.98437,1.13041,0.52285,1.03728,0.00081596,0.00081596,0.00081596
301,601.67,0.48496,0.48047,0.3791,0.804,0.95622,0.97826,0.97434,0.71962,0.95622,0.97826,0.97434,0.69041,0.98437,1.13041,0.52285,1.03728,0.000812,0.000812,0.000812
302,603.66,0.43689,0.51383,0.36491,0.80181,0.9562,0.97826,0.97529,0.70917,0.9562,0.97826,0.97529,0.68079,0.98567,1.12012,0.51342,1.03342,0.00080804,0.00080804,0.00080804
303,605.656,0.43392,0.42627,0.36019,0.80358,0.95615,0.97826,0.9764,0.71247,0.95615,0.97826,0.9764,0.6962,1.00533,1.10675,0.51269,1.02603,0.00080408,0.00080408,0.00080408
304,607.667,0.44619,0.47295,0.3665,0.79856,0.95611,0.97826,0.97757,0.71238,0.95611,0.97826,0.97757,0.69344,1.00131,1.07817,0.5227,1.02503,0.00080012,0.00080012,0.00080012
305,609.587,0.43984,0.45004,0.36723,0.80543,0.95611,0.97826,0.97757,0.71238,0.95611,0.97826,0.97757,0.69344,1.00131,1.07817,0.5227,1.02503,0.00079616,0.00079616,0.00079616
306,611.693,0.44143,0.44658,0.36732,0.80197,0.9554,0.97826,0.97868,0.71724,0.9554,0.97826,0.97868,0.67798,1.00678,1.08147,0.54921,1.033,0.0007922,0.0007922,0.0007922
307,613.624,0.436,0.40663,0.35389,0.79875,0.93318,0.95652,0.97258,0.71485,0.95438,0.97826,0.97911,0.7035,1.01565,1.15187,0.54733,1.03643,0.00078824,0.00078824,0.00078824
308,615.55,0.43509,0.40794,0.36065,0.80243,0.95501,0.97826,0.9782,0.7104,0.93379,0.95652,0.95881,0.70587,1.03493,1.18185,0.56377,1.04122,0.00078428,0.00078428,0.00078428
309,617.476,0.44104,0.48864,0.36582,0.8009,0.95501,0.97826,0.9782,0.7104,0.93379,0.95652,0.95881,0.70587,1.03493,1.18185,0.56377,1.04122,0.00078032,0.00078032,0.00078032
310,619.413,0.42448,0.43915,0.36254,0.80193,0.95549,0.97826,0.97817,0.71302,0.95549,0.97826,0.97817,0.70913,1.0611,1.17627,0.56163,1.04621,0.00077636,0.00077636,0.00077636
311,621.386,0.45358,0.41854,0.36904,0.80015,0.95548,0.97826,0.97777,0.70647,0.93425,0.95652,0.95809,0.70413,1.07156,1.20582,0.55946,1.05935,0.0007724,0.0007724,0.0007724
312,623.48,0.46166,0.47424,0.36134,0.80824,0.95536,0.97826,0.97576,0.70378,0.93413,0.95652,0.95565,0.695,1.02923,1.2431,0.55289,1.05243,0.00076844,0.00076844,0.00076844
313,625.396,0.44012,0.48897,0.36289,0.80634,0.95536,0.97826,0.97576,0.70378,0.93413,0.95652,0.95565,0.695,1.02923,1.2431,0.55289,1.05243,0.00076448,0.00076448,0.00076448
314,627.36,0.43085,0.44938,0.36591,0.79887,0.95505,0.97826,0.97737,0.69575,0.93383,0.95652,0.95206,0.70819,0.98529,1.23558,0.55056,1.03653,0.00076052,0.00076052,0.00076052
315,629.316,0.47083,0.49212,0.36861,0.79824,0.95461,0.97826,0.97796,0.71496,0.95461,0.97826,0.97796,0.71372,0.96935,1.1235,0.54116,1.02071,0.00075656,0.00075656,0.00075656
316,631.275,0.47376,0.52102,0.37786,0.8058,0.95451,0.97826,0.97731,0.7183,0.95451,0.97826,0.97731,0.71975,0.97059,1.04816,0.54092,1.01775,0.0007526,0.0007526,0.0007526
317,633.391,0.48389,0.49809,0.3798,0.81287,0.95451,0.97826,0.97731,0.7183,0.95451,0.97826,0.97731,0.71975,0.97059,1.04816,0.54092,1.01775,0.00074864,0.00074864,0.00074864
318,635.373,0.45185,0.50604,0.37141,0.80153,0.95498,0.97826,0.97845,0.721,0.95498,0.97826,0.97845,0.72737,0.98689,1.0779,0.55702,1.02839,0.00074468,0.00074468,0.00074468
319,637.313,0.4573,0.46964,0.37326,0.81739,0.95433,0.97826,0.97771,0.72664,0.93313,0.95652,0.95208,0.72026,0.97912,1.15816,0.54036,1.02875,0.00074072,0.00074072,0.00074072
320,639.259,0.4514,0.50516,0.36955,0.80878,0.95474,0.97826,0.97819,0.71536,0.93352,0.95652,0.95096,0.71586,0.9587,1.16204,0.52948,1.0221,0.00073676,0.00073676,0.00073676
321,641.225,0.42159,0.41382,0.35441,0.79776,0.95474,0.97826,0.97819,0.71536,0.93352,0.95652,0.95096,0.71586,0.9587,1.16204,0.52948,1.0221,0.0007328,0.0007328,0.0007328
322,643.166,0.40226,0.41231,0.34806,0.79663,0.95532,0.97826,0.97929,0.70924,0.95532,0.97826,0.97929,0.68325,0.97301,1.08163,0.54336,1.02321,0.00072884,0.00072884,0.00072884
323,645.141,0.45624,0.44497,0.37942,0.80457,0.93573,0.97826,0.97811,0.70974,0.93573,0.97826,0.97811,0.70665,0.9892,1.04365,0.53367,1.0304,0.00072488,0.00072488,0.00072488
324,647.24,0.4307,0.46165,0.35606,0.80509,0.95385,0.97826,0.97886,0.70125,0.95385,0.97826,0.97886,0.716,0.98161,1.02128,0.51499,1.03209,0.00072092,0.00072092,0.00072092
325,649.179,0.41249,0.47242,0.3528,0.80435,0.95385,0.97826,0.97886,0.70125,0.95385,0.97826,0.97886,0.716,0.98161,1.02128,0.51499,1.03209,0.00071696,0.00071696,0.00071696
326,651.171,0.46257,0.44552,0.37204,0.80283,0.9495,0.97826,0.98025,0.71853,0.9495,0.97826,0.98025,0.71663,0.95845,0.97744,0.49074,1.02486,0.000713,0.000713,0.000713
327,653.188,0.4228,0.44924,0.34848,0.80893,0.95366,0.97826,0.98061,0.7271,0.95366,0.97826,0.98061,0.71349,0.95791,1.01287,0.50719,1.02302,0.00070904,0.00070904,0.00070904
328,655.141,0.39852,0.46037,0.34493,0.79662,0.95386,0.97826,0.98006,0.73015,0.93243,0.95652,0.95545,0.70711,0.9699,1.00571,0.51965,1.02221,0.00070508,0.00070508,0.00070508
329,657.075,0.40695,0.45762,0.34487,0.8046,0.95386,0.97826,0.98006,0.73015,0.93243,0.95652,0.95545,0.70711,0.9699,1.00571,0.51965,1.02221,0.00070112,0.00070112,0.00070112
330,659.006,0.40779,0.44397,0.35721,0.79226,0.95492,0.97826,0.97987,0.72655,0.93338,0.95652,0.95271,0.71093,0.95587,0.98291,0.51531,1.00955,0.00069716,0.00069716,0.00069716
331,661.133,0.4056,0.47436,0.34356,0.79645,0.95326,0.97826,0.9801,0.73042,0.95326,0.97826,0.9801,0.70191,0.9312,0.98281,0.50797,1.00178,0.0006932,0.0006932,0.0006932
332,663.133,0.41419,0.48137,0.35641,0.80752,0.95562,0.97826,0.98095,0.74481,0.95562,0.97826,0.98095,0.69355,0.92531,0.98803,0.50742,0.9974,0.00068924,0.00068924,0.00068924
333,665.07,0.43896,0.51416,0.35947,0.80007,0.95562,0.97826,0.98095,0.74481,0.95562,0.97826,0.98095,0.69355,0.92531,0.98803,0.50742,0.9974,0.00068528,0.00068528,0.00068528
334,667.055,0.4254,0.44494,0.35721,0.79564,0.95456,0.97826,0.98065,0.73942,0.95456,0.97826,0.98065,0.70459,0.92449,1.00096,0.5147,0.99184,0.00068132,0.00068132,0.00068132
335,669.041,0.42462,0.46258,0.3582,0.79627,0.95079,0.97826,0.98065,0.75067,0.95079,0.97826,0.98065,0.73156,0.92044,0.97907,0.5167,0.98261,0.00067736,0.00067736,0.00067736
336,671.028,0.43767,0.46666,0.3694,0.79843,0.95379,0.97826,0.98128,0.75627,0.95379,0.97826,0.98128,0.74146,0.91646,0.97133,0.51389,0.98286,0.0006734,0.0006734,0.0006734
337,673.004,0.43938,0.41662,0.36065,0.80439,0.95379,0.97826,0.98128,0.75627,0.95379,0.97826,0.98128,0.74146,0.91646,0.97133,0.51389,0.98286,0.00066944,0.00066944,0.00066944
338,675.172,0.40956,0.45884,0.34419,0.8026,0.95546,0.97826,0.98081,0.75245,0.95546,0.97826,0.98081,0.71881,0.91717,0.96753,0.50762,0.99149,0.00066548,0.00066548,0.00066548
339,677.165,0.43805,0.45482,0.35651,0.80531,0.95672,0.97826,0.97985,0.73644,0.95672,0.97826,0.97985,0.7439,0.92251,0.97594,0.49649,0.99846,0.00066152,0.00066152,0.00066152
340,679.143,0.43022,0.4448,0.35282,0.80622,0.95498,0.97826,0.97941,0.7489,0.95498,0.97826,0.97941,0.73459,0.91836,1.01327,0.49311,1.0016,0.00065756,0.00065756,0.00065756
341,681.089,0.42075,0.46552,0.36038,0.80341,0.95498,0.97826,0.97941,0.7489,0.95498,0.97826,0.97941,0.73459,0.91836,1.01327,0.49311,1.0016,0.0006536,0.0006536,0.0006536
342,683.046,0.43788,0.44104,0.36936,0.80058,0.95677,0.97826,0.97978,0.73759,0.93546,0.95652,0.95944,0.71303,0.93456,1.04581,0.50734,1.00509,0.00064964,0.00064964,0.00064964
343,684.964,0.40329,0.41601,0.34949,0.80217,0.95729,0.97826,0.97918,0.73463,0.93596,0.95652,0.95877,0.69867,0.94849,1.05732,0.51204,1.004,0.00064568,0.00064568,0.00064568
344,687.061,0.44753,0.44059,0.36647,0.79588,0.95497,0.97826,0.97966,0.73384,0.95497,0.97826,0.97966,0.72046,0.94923,1.05511,0.50875,1.00382,0.00064172,0.00064172,0.00064172
345,688.986,0.41146,0.41842,0.34584,0.78467,0.95497,0.97826,0.97966,0.73384,0.95497,0.97826,0.97966,0.72046,0.94923,1.05511,0.50875,1.00382,0.00063776,0.00063776,0.00063776
346,690.975,0.4076,0.45319,0.34684,0.79276,0.95494,0.97826,0.97952,0.73049,0.95494,0.97826,0.97952,0.7341,0.95661,1.05777,0.51057,1.00768,0.0006338,0.0006338,0.0006338
347,692.976,0.44106,0.48097,0.35873,0.80485,0.95483,0.97826,0.97885,0.71968,0.95483,0.97826,0.97885,0.737,0.9778,1.06069,0.51639,1.01437,0.00062984,0.00062984,0.00062984
348,695.139,0.41081,0.46007,0.35326,0.79881,0.95447,0.97826,0.97878,0.71828,0.95447,0.97826,0.97878,0.73712,0.99088,1.05391,0.52196,1.01647,0.00062588,0.00062588,0.00062588
349,697.047,0.41381,0.48159,0.3507,0.80784,0.95447,0.97826,0.97878,0.71828,0.95447,0.97826,0.97878,0.73712,0.99088,1.05391,0.52196,1.01647,0.00062192,0.00062192,0.00062192
350,699.056,0.40336,0.43153,0.35473,0.79741,0.95618,0.97826,0.97859,0.7239,0.93493,0.95652,0.95908,0.72564,0.98146,1.04987,0.50172,1.02048,0.00061796,0.00061796,0.00061796
351,701.192,0.39594,0.44366,0.33897,0.79445,0.95619,0.97826,0.97729,0.72923,0.93494,0.95652,0.95794,0.7206,0.98317,1.0596,0.50191,1.02009,0.000614,0.000614,0.000614
352,703.119,0.40679,0.4269,0.34256,0.79697,0.95619,0.97826,0.97772,0.73626,0.93494,0.95652,0.95838,0.73103,0.97136,1.08081,0.49177,1.02445,0.00061004,0.00061004,0.00061004
353,705.056,0.41708,0.45647,0.35439,0.79209,0.95619,0.97826,0.97772,0.73626,0.93494,0.95652,0.95838,0.73103,0.97136,1.08081,0.49177,1.02445,0.00060608,0.00060608,0.00060608
354,707.055,0.45797,0.46343,0.36585,0.81276,0.95613,0.97826,0.97786,0.73158,0.95613,0.97826,0.97786,0.72605,0.96691,1.09324,0.50552,1.02447,0.00060212,0.00060212,0.00060212
355,708.982,0.42327,0.48951,0.3525,0.80406,0.95625,0.97826,0.978,0.73772,0.95625,0.97826,0.978,0.72695,0.95681,1.06999,0.51637,1.02241,0.00059816,0.00059816,0.00059816
356,710.949,0.39704,0.41679,0.34912,0.79261,0.95625,0.97826,0.97719,0.72007,0.95625,0.97826,0.97719,0.72578,0.95198,1.0746,0.51492,1.02262,0.0005942,0.0005942,0.0005942
357,713.04,0.39223,0.40205,0.33964,0.7953,0.95625,0.97826,0.97719,0.72007,0.95625,0.97826,0.97719,0.72578,0.95198,1.0746,0.51492,1.02262,0.00059024,0.00059024,0.00059024
358,714.985,0.38962,0.42151,0.34232,0.79364,0.95628,0.97826,0.97749,0.72486,0.95628,0.97826,0.97749,0.71806,0.94736,1.10319,0.5222,1.0141,0.00058628,0.00058628,0.00058628
359,716.943,0.40167,0.46778,0.3509,0.79004,0.9563,0.97826,0.97821,0.72419,0.9563,0.97826,0.97821,0.71063,0.95627,1.09466,0.5199,1.01733,0.00058232,0.00058232,0.00058232
360,718.894,0.40784,0.41293,0.33951,0.79786,0.95627,0.97826,0.97766,0.72603,0.95627,0.97826,0.97766,0.73046,0.94342,1.08076,0.52975,1.01278,0.00057836,0.00057836,0.00057836
361,720.794,0.40609,0.42498,0.34485,0.79849,0.95627,0.97826,0.97766,0.72603,0.95627,0.97826,0.97766,0.73046,0.94342,1.08076,0.52975,1.01278,0.0005744,0.0005744,0.0005744
362,722.76,0.38198,0.37848,0.33799,0.79577,0.95624,0.97826,0.97804,0.73309,0.95624,0.97826,0.97804,0.73796,0.93097,1.04498,0.53255,1.00754,0.00057044,0.00057044,0.00057044
363,724.847,0.41215,0.45727,0.35742,0.80288,0.95614,0.97826,0.97804,0.73879,0.95614,0.97826,0.97804,0.71446,0.91762,1.01618,0.53146,1.00599,0.00056648,0.00056648,0.00056648
364,726.795,0.39353,0.41101,0.34227,0.79443,0.9561,0.97826,0.97796,0.72678,0.9561,0.97826,0.97796,0.6619,0.94213,1.02223,0.52701,1.01216,0.00056252,0.00056252,0.00056252
365,728.753,0.40441,0.42975,0.3422,0.78895,0.9561,0.97826,0.97796,0.72678,0.9561,0.97826,0.97796,0.6619,0.94213,1.02223,0.52701,1.01216,0.00055856,0.00055856,0.00055856
366,730.689,0.40387,0.42854,0.34627,0.80026,0.94737,0.95652,0.97697,0.73373,0.92584,0.93478,0.95751,0.67183,0.95106,1.0597,0.53633,1.00555,0.0005546,0.0005546,0.0005546
367,732.651,0.41871,0.48184,0.35182,0.80526,0.93612,0.97826,0.97807,0.73083,0.91528,0.95652,0.95742,0.7008,0.93756,1.09911,0.54794,0.99859,0.00055064,0.00055064,0.00055064
368,734.65,0.40927,0.46806,0.34552,0.78938,0.93623,0.97826,0.97667,0.72441,0.9154,0.95652,0.95649,0.70181,0.91208,1.09365,0.56849,0.99331,0.00054668,0.00054668,0.00054668
369,736.729,0.39533,0.44454,0.34091,0.80127,0.93623,0.97826,0.97667,0.72441,0.9154,0.95652,0.95649,0.70181,0.91208,1.09365,0.56849,0.99331,0.00054272,0.00054272,0.00054272
370,738.735,0.40865,0.43442,0.34761,0.79343,0.93825,0.95652,0.97567,0.72921,0.91655,0.93478,0.95591,0.69805,0.9191,1.05908,0.56201,1.00404,0.00053876,0.00053876,0.00053876
371,740.687,0.40966,0.41715,0.34863,0.80278,0.93696,0.97826,0.97586,0.72797,0.93696,0.97826,0.97586,0.70478,0.92848,1.04066,0.55399,1.0095,0.0005348,0.0005348,0.0005348
372,742.678,0.37383,0.4005,0.3337,0.79374,0.95106,0.97826,0.97629,0.72242,0.95106,0.97826,0.97629,0.71649,0.93017,1.05196,0.54718,1.0102,0.00053084,0.00053084,0.00053084
373,744.586,0.37355,0.43504,0.33237,0.79298,0.95106,0.97826,0.97629,0.72242,0.95106,0.97826,0.97629,0.71649,0.93017,1.05196,0.54718,1.0102,0.00052688,0.00052688,0.00052688
374,746.523,0.41443,0.43775,0.34762,0.79789,0.95072,0.97826,0.97743,0.72602,0.95072,0.97826,0.97743,0.73082,0.92796,1.05477,0.53296,1.00598,0.00052292,0.00052292,0.00052292
375,748.485,0.37875,0.44181,0.32603,0.80335,0.93773,0.97826,0.97929,0.7131,0.93773,0.97826,0.97929,0.69143,0.94041,1.03469,0.51751,1.01125,0.00051896,0.00051896,0.00051896
376,750.563,0.38083,0.40685,0.32516,0.79211,0.95478,0.97826,0.97857,0.70964,0.95478,0.97826,0.97857,0.7104,0.93914,1.01502,0.51064,1.01081,0.000515,0.000515,0.000515
377,752.479,0.39282,0.4432,0.33711,0.7961,0.95478,0.97826,0.97857,0.70964,0.95478,0.97826,0.97857,0.7104,0.93914,1.01502,0.51064,1.01081,0.00051104,0.00051104,0.00051104
378,754.428,0.3563,0.43339,0.31614,0.79346,0.95457,0.97826,0.97714,0.71015,0.95457,0.97826,0.97714,0.70956,0.94192,1.00895,0.50832,1.01021,0.00050708,0.00050708,0.00050708
379,756.438,0.38084,0.44465,0.33788,0.78694,0.95442,0.97826,0.97607,0.69388,0.95442,0.97826,0.97607,0.69715,0.95643,1.02366,0.51557,1.01583,0.00050312,0.00050312,0.00050312
380,758.412,0.41182,0.49021,0.34244,0.79391,0.95517,0.97826,0.9757,0.69734,0.95517,0.97826,0.9757,0.66908,0.98734,1.03536,0.52686,1.03332,0.00049916,0.00049916,0.00049916
381,760.462,0.36711,0.4215,0.32151,0.78926,0.95517,0.97826,0.9757,0.69734,0.95517,0.97826,0.9757,0.66908,0.98734,1.03536,0.52686,1.03332,0.0004952,0.0004952,0.0004952
382,762.439,0.38619,0.43575,0.33173,0.79334,0.95511,0.97826,0.97619,0.69645,0.95511,0.97826,0.97619,0.67618,0.96627,1.06307,0.52298,1.02222,0.00049124,0.00049124,0.00049124
383,764.398,0.39554,0.41279,0.33681,0.806,0.95509,0.97826,0.97634,0.70735,0.93387,0.95652,0.95411,0.6847,0.97341,1.09508,0.51753,1.04158,0.00048728,0.00048728,0.00048728
384,766.339,0.38489,0.42608,0.33142,0.80212,0.95476,0.97826,0.9765,0.71193,0.93349,0.95652,0.95516,0.69458,0.98458,1.11529,0.51717,1.04819,0.00048332,0.00048332,0.00048332
385,768.281,0.38664,0.46317,0.32673,0.79631,0.95476,0.97826,0.9765,0.71193,0.93349,0.95652,0.95516,0.69458,0.98458,1.11529,0.51717,1.04819,0.00047936,0.00047936,0.00047936
386,770.29,0.37729,0.42096,0.32594,0.77817,0.9373,0.97826,0.97654,0.70331,0.91645,0.95652,0.9548,0.69343,1.00526,1.1038,0.52627,1.0572,0.0004754,0.0004754,0.0004754
387,772.231,0.38808,0.48601,0.3293,0.79848,0.95463,0.97826,0.97764,0.70159,0.93342,0.95652,0.95519,0.68213,1.00432,1.1031,0.52831,1.05354,0.00047144,0.00047144,0.00047144
388,774.314,0.39556,0.42214,0.33015,0.79027,0.95625,0.97826,0.97756,0.70836,0.935,0.95652,0.95643,0.69248,0.99054,1.15296,0.54107,1.05596,0.00046748,0.00046748,0.00046748
389,776.284,0.39838,0.40726,0.34156,0.78871,0.95625,0.97826,0.97756,0.70836,0.935,0.95652,0.95643,0.69248,0.99054,1.15296,0.54107,1.05596,0.00046352,0.00046352,0.00046352
390,778.318,0.40327,0.40429,0.32841,0.79203,0.95505,0.97826,0.97681,0.70334,0.93383,0.95652,0.95727,0.69688,0.98069,1.19127,0.53464,1.04612,0.00045956,0.00045956,0.00045956
391,780.331,0.3601,0.43653,0.32167,0.77855,0.93744,0.97826,0.97787,0.71149,0.91661,0.95652,0.95801,0.70293,0.96612,1.18727,0.52915,1.04235,0.0004556,0.0004556,0.0004556
392,782.303,0.37103,0.44878,0.31561,0.79636,0.93968,0.97826,0.97881,0.70454,0.93968,0.97826,0.97881,0.68167,0.97794,1.16129,0.53138,1.0428,0.00045164,0.00045164,0.00045164
393,784.266,0.39946,0.44073,0.33245,0.79926,0.93968,0.97826,0.97881,0.70454,0.93968,0.97826,0.97881,0.68167,0.97794,1.16129,0.53138,1.0428,0.00044768,0.00044768,0.00044768
394,786.402,0.37926,0.40769,0.32608,0.79677,0.94081,0.97826,0.97819,0.70849,0.94081,0.97826,0.97819,0.68922,0.97312,1.13652,0.54426,1.04369,0.00044372,0.00044372,0.00044372
395,788.392,0.40068,0.43475,0.33365,0.78469,0.94355,0.97826,0.97852,0.71674,0.92259,0.95652,0.95945,0.6958,0.97305,1.14139,0.54987,1.04211,0.00043976,0.00043976,0.00043976
396,790.329,0.42743,0.47546,0.34798,0.80662,0.94688,0.97826,0.97866,0.70934,0.92559,0.95652,0.95919,0.7125,0.97464,1.17022,0.54452,1.04386,0.0004358,0.0004358,0.0004358
397,792.259,0.37359,0.4052,0.31934,0.78951,0.94688,0.97826,0.97866,0.70934,0.92559,0.95652,0.95919,0.7125,0.97464,1.17022,0.54452,1.04386,0.00043184,0.00043184,0.00043184
